age,first_name,last_name,title,salary
35,Felipe,Vanyashin,GIS Technical Architect,"€35348,86"
51,Irita,Stebles,Geological Engineer,"€21163,19"
57,Mariellen,Manktelow,Project Manager,"€16611,58"
35,Grover,Elflain,Quality Engineer,"€41911,23"
27,Paloma,Hugland,Financial Advisor,"€26724,74"
35,Stevy,Begin,Structural Engineer,"€27339,57"
39,Clive,Sabbins,Sales Representative,"€8220,18"
43,Sashenka,Abramino,Quality Control Specialist,"€53633,64"
32,Amanda,Jannings,Statistician I,"€12046,36"
22,Rebe,Krauze,Analyst Programmer,"€23439,33"
32,Fletch,Volet,Dental Hygienist,"€14316,43"
64,Selina,Fierro,Help Desk Technician,"€47277,99"
47,Albertine,Drew,Operator,"€53092,28"
61,Chrissy,Cristofano,Web Developer II,"€38462,83"
41,Timofei,Cicchinelli,Account Coordinator,"€6966,85"
46,Reg,Turmell,Accountant IV,"€18966,45"
26,Fey,Arnott,Assistant Manager,"€12438,09"
44,Fowler,Chalcroft,Data Coordiator,"€22303,70"
30,Aubert,Tallent,Speech Pathologist,"€45129,27"
40,Shurlocke,Cotta,Environmental Tech,"€37186,53"
37,Ardyth,Goodsir,Administrative Assistant IV,"€48746,63"
41,Vere,Sandbrook,VP Quality Control,"€9141,96"
62,Wain,Temperley,Financial Analyst,"€50254,52"
39,Addi,Cleeves,Mechanical Systems Engineer,"€44204,21"
